complaint_id,customer_id,complaint_date,complaint_type,severity,department,status,resolution_days,customer_satisfaction
CMP002356,4603-JANFB,2025-11-01,Frequent Disconnections,High,Network,Open,,
CMP002357,3018-TFTSU,2025-09-23,Payment Issue,High,Network,Resolved,7.0,1.0
CMP002358,3018-TFTSU,2022-07-20,Service Outage,High,Network,Resolved,9.0,2.0
CMP002359,3018-TFTSU,2020-01-24,Slow Internet,Medium,Network,Resolved,14.0,2.0
CMP002360,4806-KEXQR,2024-02-10,Service Outage,Medium,Technical,Closed,9.0,1.0
CMP002361,7083-YNSKY,2021-08-11,Payment Issue,High,Sales,Resolved,1.0,2.0
CMP002362,7083-YNSKY,2020-08-15,Customer Support,Medium,Customer Care,Resolved,14.0,3.0
CMP002363,7083-YNSKY,2024-01-27,Billing Complaint,Medium,Customer Care,Open,,
CMP002364,2479-BRAMR,2020-08-10,Poor Customer Support,Medium,Billing,Resolved,12.0,3.0
CMP002365,2479-BRAMR,2021-07-08,Slow Internet,High,Customer Care,Closed,2.0,2.0
CMP002366,2479-BRAMR,2020-04-08,Poor Network,High,Customer Care,Resolved,14.0,1.0
CMP002367,7434-SHXLS,2020-04-14,Billing Complaint,Medium,Sales,Closed,2.0,2.0
CMP002368,7434-SHXLS,2022-08-24,Payment Issue,Low,Sales,Resolved,10.0,2.0
CMP002369,7908-QCBCA,2020-06-24,Call Drop,High,Sales,In Progress,,
CMP002370,7908-QCBCA,2023-12-07,Poor Network,Medium,Billing,Resolved,1.0,1.0
CMP002371,7908-QCBCA,2024-09-20,Payment Issue,High,Sales,Resolved,10.0,2.0
CMP002372,6711-FLDFB,2021-10-06,Wrong Charges,Medium,Billing,Open,,
CMP002373,6711-FLDFB,2024-03-21,Installation Delay,Medium,Billing,Resolved,2.0,1.0
CMP002374,3714-JTVOV,2024-03-19,Slow Internet,Medium,Billing,Resolved,4.0,1.0
CMP002375,3714-JTVOV,2023-06-05,Streaming Issue,Medium,Technical,Resolved,1.0,2.0
CMP002376,3714-JTVOV,2023-02-10,Streaming Issue,High,Network,Open,,
CMP002377,4702-IOQDC,2021-01-12,Call Drop,High,Customer Care,Resolved,9.0,2.0
CMP002378,4702-IOQDC,2021-04-06,Frequent Disconnections,Medium,Billing,Resolved,4.0,3.0
CMP002379,4702-IOQDC,2022-03-03,Wrong Charges,High,Network,Closed,2.0,3.0
CMP002380,6178-KFNHS,2021-02-24,Service Outage,High,Customer Care,Open,,
CMP002381,6178-KFNHS,2020-12-02,Poor Customer Support,Low,Technical,In Progress,,
CMP002382,1264-BYWMS,2023-09-22,Frequent Disconnections,Medium,Technical,Closed,8.0,2.0
CMP002383,1264-BYWMS,2020-11-09,Payment Issue,Low,Billing,Resolved,9.0,3.0
CMP002384,1264-BYWMS,2021-06-10,Call Drop,Medium,Billing,Open,,
CMP002385,9658-WYUFB,2020-03-09,Poor Customer Support,Medium,Customer Care,Open,,
CMP002386,9658-WYUFB,2023-06-19,Call Drop,Medium,Sales,Resolved,2.0,2.0
CMP002387,2013-SGDXK,2021-11-08,Poor Customer Support,Medium,Customer Care,Resolved,3.0,3.0
CMP002388,8580-QVLOC,2020-12-11,Service Outage,Medium,Sales,Open,,
CMP002389,8580-QVLOC,2023-12-09,Frequent Disconnections,High,Billing,Resolved,5.0,2.0
CMP002390,8580-QVLOC,2020-05-01,Streaming Issue,Medium,Network,Open,,
CMP002391,2012-NWRPA,2020-03-09,Service Outage,High,Sales,Closed,1.0,1.0
CMP002392,2012-NWRPA,2021-11-25,Low Download Speed,Medium,Technical,Resolved,3.0,2.0
CMP002393,8808-ELEHO,2021-03-26,Wrong Charges,Low,Customer Care,Resolved,10.0,1.0
CMP002394,3506-LCJDC,2023-02-03,Payment Issue,Medium,Network,Closed,15.0,3.0
CMP002395,3506-LCJDC,2025-07-19,Billing Complaint,High,Technical,Closed,3.0,3.0
CMP002396,3506-LCJDC,2021-08-28,Payment Issue,Medium,Billing,Open,,
CMP002397,3934-HXCFZ,2021-06-10,Low Download Speed,Medium,Billing,Resolved,13.0,2.0
CMP002398,3934-HXCFZ,2021-02-12,Call Drop,Low,Technical,Open,,
CMP002399,7666-WKRON,2021-02-01,Low Download Speed,Medium,Customer Care,Resolved,9.0,3.0
CMP002400,7666-WKRON,2020-04-16,Low Download Speed,High,Billing,Resolved,11.0,3.0
CMP002401,4910-AQFFX,2024-05-23,Installation Delay,High,Customer Care,Resolved,2.0,1.0
CMP002402,2154-KVJFF,2025-11-02,Poor Network,High,Billing,In Progress,,
CMP002403,2154-KVJFF,2022-02-09,Billing Complaint,Medium,Network,In Progress,,
CMP002404,2154-KVJFF,2025-10-13,Streaming Issue,High,Technical,Resolved,6.0,2.0
CMP002405,9647-ERGBE,2020-07-17,Low Download Speed,High,Network,Resolved,13.0,1.0
CMP002406,9647-ERGBE,2020-11-14,Call Drop,High,Customer Care,In Progress,,
CMP002407,9647-ERGBE,2022-07-13,Poor Network,Low,Customer Care,In Progress,,
CMP002408,3428-XZMAZ,2025-05-28,Streaming Issue,Medium,Network,Resolved,6.0,2.0
CMP002409,0378-TOVMS,2020-02-19,Billing Complaint,Medium,Customer Care,Open,,
CMP002410,0378-TOVMS,2025-05-10,Payment Issue,Low,Sales,Open,,
CMP002411,0378-TOVMS,2025-11-03,Frequent Disconnections,High,Billing,Resolved,14.0,2.0
CMP002412,4355-HBJHH,2025-09-18,Billing Complaint,Low,Technical,Resolved,7.0,2.0
CMP002413,9058-CBREO,2021-06-03,Service Outage,High,Technical,Resolved,5.0,3.0
CMP002414,0318-QUUOB,2020-07-05,Service Outage,High,Customer Care,Closed,2.0,1.0
CMP002415,0318-QUUOB,2024-02-18,Low Download Speed,High,Network,Resolved,14.0,3.0
CMP002416,5520-FVEWJ,2024-01-23,Slow Internet,High,Sales,Open,,
CMP002417,5572-ZDXHY,2024-11-03,Streaming Issue,Medium,Customer Care,Closed,15.0,1.0
CMP002418,3750-CKVKH,2022-07-10,Payment Issue,High,Customer Care,Resolved,6.0,2.0
CMP002419,8063-GBATB,2025-03-15,Call Drop,High,Sales,Closed,8.0,3.0
CMP002420,4547-KQRTM,2021-02-02,Installation Delay,Medium,Sales,Resolved,9.0,1.0
CMP002421,4877-EVATK,2021-09-01,Billing Complaint,Medium,Technical,Resolved,11.0,1.0
CMP002422,7639-SUPCW,2022-03-12,Payment Issue,Medium,Customer Care,Resolved,6.0,1.0
CMP002423,1069-XAIEM,2022-12-15,Service Outage,High,Billing,Closed,2.0,1.0
CMP002424,4658-HCOHW,2025-06-26,Billing Complaint,Low,Technical,Resolved,2.0,2.0
CMP002425,4658-HCOHW,2020-02-16,Slow Internet,High,Technical,Resolved,14.0,2.0
CMP002426,4658-HCOHW,2025-06-06,Poor Customer Support,High,Sales,Closed,13.0,2.0
CMP002427,3440-JPSCL,2021-09-15,Frequent Disconnections,High,Billing,Resolved,15.0,2.0
CMP002428,3440-JPSCL,2022-02-20,Billing Complaint,High,Sales,Closed,1.0,2.0
CMP002429,3440-JPSCL,2020-11-11,Wrong Charges,High,Billing,In Progress,,
CMP002430,2889-FPWRM,2021-12-23,Payment Issue,High,Network,Resolved,13.0,3.0
CMP002431,6987-XQSJT,2023-03-17,Billing Complaint,High,Network,In Progress,,
CMP002432,4290-BSXUX,2022-01-28,Call Drop,Low,Billing,Resolved,2.0,3.0
CMP002433,4290-BSXUX,2022-10-13,Service Outage,High,Network,Resolved,5.0,1.0
CMP002434,0325-XBFAC,2024-01-10,Streaming Issue,Medium,Network,Open,,
CMP002435,2462-XIIJB,2025-08-27,Payment Issue,Medium,Billing,Closed,1.0,1.0
CMP002436,2462-XIIJB,2020-09-28,Payment Issue,High,Technical,Resolved,10.0,2.0
CMP002437,2462-XIIJB,2020-05-17,Slow Internet,Medium,Network,In Progress,,
CMP002438,4760-XOHVN,2024-02-06,Billing Complaint,High,Customer Care,Resolved,2.0,1.0
CMP002439,7817-BOQPW,2023-01-28,Installation Delay,High,Customer Care,Open,,
CMP002440,1853-UDXBW,2020-11-08,Low Download Speed,Low,Customer Care,Open,,
CMP002441,1853-UDXBW,2021-06-12,Frequent Disconnections,High,Billing,Open,,
CMP002442,5458-CQJTA,2024-08-04,Poor Network,High,Customer Care,Open,,
CMP002443,5458-CQJTA,2022-09-15,Service Outage,Medium,Sales,Open,,
CMP002444,5219-YIPTK,2025-10-21,Wrong Charges,High,Technical,Closed,8.0,3.0
CMP002445,5219-YIPTK,2023-04-02,Streaming Issue,High,Sales,Resolved,12.0,1.0
CMP002446,5219-YIPTK,2021-03-04,Payment Issue,High,Sales,Closed,12.0,2.0
CMP002447,3540-RZJYU,2022-05-12,Billing Complaint,High,Billing,Resolved,8.0,2.0
CMP002448,3540-RZJYU,2024-01-22,Call Drop,Low,Customer Care,In Progress,,
CMP002449,2091-MJTFX,2020-06-09,Frequent Disconnections,Medium,Technical,Resolved,14.0,2.0
CMP002450,2091-MJTFX,2022-09-19,Installation Delay,Medium,Customer Care,Open,,
CMP002451,0883-EIBTI,2024-02-21,Payment Issue,High,Sales,Resolved,5.0,1.0
CMP002452,0883-EIBTI,2025-01-26,Customer Support,Medium,Technical,Closed,12.0,3.0
CMP002453,0883-EIBTI,2025-04-23,Customer Support,High,Customer Care,Closed,6.0,2.0
CMP002454,0722-TROQR,2025-01-23,Service Outage,High,Network,In Progress,,
CMP002455,7571-YXDAD,2020-12-07,Installation Delay,High,Technical,Open,,
CMP002456,3393-FMZPV,2020-04-28,Poor Network,High,Technical,Resolved,2.0,3.0
CMP002457,6402-ZFPPI,2020-05-03,Wrong Charges,High,Billing,Resolved,4.0,3.0
CMP002458,6402-ZFPPI,2023-01-24,Low Download Speed,High,Network,Closed,6.0,2.0
CMP002459,7486-KSRVI,2022-03-19,Low Download Speed,High,Sales,In Progress,,
CMP002460,7486-KSRVI,2021-05-20,Poor Network,High,Customer Care,Resolved,9.0,2.0
CMP002461,7486-KSRVI,2020-10-21,Call Drop,High,Billing,Resolved,6.0,2.0
CMP002462,8443-WVPSS,2025-09-26,Wrong Charges,High,Technical,Resolved,3.0,1.0
CMP002463,8443-WVPSS,2024-04-03,Installation Delay,Medium,Sales,Resolved,2.0,2.0
CMP002464,3006-XIMLN,2023-05-08,Call Drop,High,Technical,Closed,1.0,3.0
CMP002465,3006-XIMLN,2025-03-15,Billing Complaint,High,Technical,Resolved,6.0,2.0
CMP002466,9965-YOKZB,2022-06-03,Poor Customer Support,Medium,Sales,Resolved,2.0,3.0
CMP002467,0504-HHAPI,2020-07-21,Slow Internet,Low,Network,Resolved,5.0,3.0
CMP002468,0504-HHAPI,2023-11-11,Billing Complaint,High,Billing,In Progress,,
CMP002469,6305-YLBMM,2025-04-26,Call Drop,Low,Technical,Resolved,14.0,2.0
CMP002470,3647-GMGDH,2020-04-15,Streaming Issue,Medium,Billing,Resolved,8.0,1.0
CMP002471,3791-LGQCY,2024-02-07,Slow Internet,Medium,Customer Care,In Progress,,
CMP002472,3791-LGQCY,2020-10-10,Poor Network,High,Billing,In Progress,,
CMP002473,8166-ZZTFS,2020-07-26,Call Drop,High,Billing,Closed,3.0,1.0
CMP002474,8166-ZZTFS,2024-10-01,Service Outage,High,Network,Closed,12.0,1.0
CMP002475,2956-GGUCQ,2024-03-22,Billing Complaint,Medium,Technical,Resolved,2.0,2.0
CMP002476,6595-COKXZ,2020-05-12,Billing Complaint,High,Billing,Resolved,13.0,2.0
CMP002477,6595-COKXZ,2023-06-05,Installation Delay,High,Customer Care,Open,,
CMP002478,0362-ZBZWJ,2025-08-28,Poor Customer Support,Medium,Sales,Resolved,12.0,1.0
CMP002479,0362-ZBZWJ,2022-03-24,Payment Issue,Medium,Customer Care,Closed,15.0,1.0
CMP002480,0362-ZBZWJ,2022-03-20,Service Outage,Medium,Billing,Open,,
CMP002481,4211-MMAZN,2023-11-18,Customer Support,High,Sales,Resolved,15.0,3.0
CMP002482,4211-MMAZN,2022-03-17,Customer Support,Low,Network,Resolved,3.0,3.0
CMP002483,4274-OWWYO,2023-06-02,Frequent Disconnections,Low,Sales,Closed,7.0,3.0
CMP002484,1541-ETJZO,2021-09-03,Service Outage,Low,Billing,Resolved,8.0,3.0
CMP002485,1541-ETJZO,2024-10-08,Billing Complaint,High,Sales,Resolved,1.0,3.0
CMP002486,4106-HADHQ,2024-01-08,Streaming Issue,Low,Technical,Resolved,1.0,3.0
CMP002487,4106-HADHQ,2023-12-18,Frequent Disconnections,Low,Customer Care,Resolved,11.0,3.0
CMP002488,4106-HADHQ,2025-07-08,Poor Network,High,Customer Care,Resolved,9.0,1.0
CMP002489,2369-UAPKZ,2022-11-13,Low Download Speed,Medium,Billing,In Progress,,
CMP002490,2369-UAPKZ,2025-05-13,Wrong Charges,High,Billing,Resolved,9.0,1.0
CMP002491,2369-UAPKZ,2022-09-02,Call Drop,High,Billing,In Progress,,
CMP002492,2778-OCLGR,2024-10-14,Wrong Charges,Medium,Network,In Progress,,
CMP002493,2778-OCLGR,2022-05-16,Poor Customer Support,High,Customer Care,Resolved,10.0,1.0
CMP002494,2778-OCLGR,2020-06-10,Billing Complaint,High,Network,Resolved,14.0,1.0
CMP002495,0637-KVDLV,2025-03-20,Billing Complaint,Medium,Technical,Closed,14.0,1.0
CMP002496,0637-KVDLV,2023-05-14,Slow Internet,High,Network,Resolved,13.0,2.0
CMP002497,6633-MPWBS,2023-06-26,Poor Network,High,Customer Care,Resolved,5.0,2.0
CMP002498,6633-MPWBS,2021-07-02,Service Outage,Low,Billing,Resolved,10.0,3.0
CMP002499,8785-EPNCG,2025-11-09,Payment Issue,Medium,Sales,Resolved,1.0,1.0
CMP002500,5729-KLZAR,2021-07-06,Streaming Issue,High,Sales,In Progress,,
CMP002501,5729-KLZAR,2020-07-14,Installation Delay,Low,Billing,Open,,
CMP002502,5729-KLZAR,2022-08-22,Wrong Charges,Low,Billing,Closed,6.0,2.0
CMP002503,1582-RAFML,2020-09-21,Frequent Disconnections,Medium,Network,Open,,
CMP002504,1582-RAFML,2024-04-15,Call Drop,Medium,Network,Open,,
CMP002505,8740-CRYFY,2020-11-20,Billing Complaint,Medium,Network,In Progress,,
CMP002506,8740-CRYFY,2025-02-23,Service Outage,Medium,Technical,Resolved,11.0,1.0
CMP002507,8740-CRYFY,2022-05-18,Payment Issue,Low,Technical,Closed,10.0,3.0
CMP002508,2962-XPMCQ,2022-03-01,Poor Network,Low,Sales,Resolved,4.0,3.0
CMP002509,1678-FYZOW,2024-04-13,Billing Complaint,High,Network,Resolved,15.0,3.0
CMP002510,1678-FYZOW,2025-03-12,Poor Network,High,Network,Closed,14.0,2.0
CMP002511,1678-FYZOW,2025-06-24,Low Download Speed,High,Technical,Closed,12.0,1.0
CMP002512,8627-EHGIP,2025-09-19,Slow Internet,Medium,Sales,Resolved,10.0,2.0
CMP002513,8627-EHGIP,2021-12-27,Billing Complaint,Medium,Sales,Open,,
CMP002514,5480-TBGPH,2021-05-07,Slow Internet,Low,Technical,Resolved,4.0,1.0
CMP002515,5480-TBGPH,2025-12-07,Frequent Disconnections,Low,Sales,Resolved,7.0,3.0
CMP002516,5480-TBGPH,2022-05-15,Low Download Speed,High,Customer Care,Resolved,4.0,1.0
CMP002517,8854-CCVSQ,2023-04-09,Call Drop,High,Sales,In Progress,,
CMP002518,8854-CCVSQ,2021-10-04,Call Drop,High,Network,In Progress,,
CMP002519,0511-JTEOY,2024-06-05,Wrong Charges,Medium,Billing,Resolved,8.0,1.0
CMP002520,0511-JTEOY,2024-02-24,Call Drop,Medium,Technical,Closed,13.0,1.0
CMP002521,0511-JTEOY,2021-12-26,Payment Issue,High,Sales,Closed,2.0,2.0
CMP002522,7067-KSAZT,2024-09-25,Service Outage,Medium,Billing,Resolved,6.0,3.0
CMP002523,7067-KSAZT,2024-05-03,Installation Delay,Medium,Sales,Resolved,13.0,1.0
CMP002524,7067-KSAZT,2021-01-10,Call Drop,High,Network,Resolved,8.0,2.0
CMP002525,6532-YLWSI,2022-07-02,Payment Issue,Medium,Technical,Open,,
CMP002526,6532-YLWSI,2022-08-15,Payment Issue,High,Sales,Closed,14.0,3.0
CMP002527,9300-AGZNL,2024-01-15,Frequent Disconnections,Medium,Network,Resolved,10.0,2.0
CMP002528,1112-CUNAO,2022-07-07,Low Download Speed,High,Billing,Resolved,8.0,3.0
CMP002529,5175-AOBHI,2021-07-13,Wrong Charges,High,Customer Care,Closed,4.0,2.0
CMP002530,5174-RNGBH,2021-02-09,Streaming Issue,Medium,Sales,Resolved,3.0,3.0
CMP002531,7270-BDIOA,2025-08-05,Slow Internet,High,Customer Care,Open,,
CMP002532,7270-BDIOA,2022-02-11,Service Outage,High,Technical,Closed,7.0,1.0
CMP002533,9565-JSNFM,2025-09-21,Service Outage,Low,Billing,Closed,5.0,3.0
CMP002534,9565-JSNFM,2024-05-05,Slow Internet,Low,Customer Care,Resolved,10.0,3.0
CMP002535,0607-DAAHE,2024-07-16,Customer Support,Medium,Technical,Open,,
CMP002536,0607-DAAHE,2021-06-06,Customer Support,Medium,Sales,In Progress,,
CMP002537,9732-KPKBW,2020-06-07,Streaming Issue,High,Sales,Open,,
CMP002538,9732-KPKBW,2022-03-16,Poor Network,Medium,Technical,Resolved,2.0,1.0
CMP002539,9732-KPKBW,2020-11-13,Frequent Disconnections,High,Billing,In Progress,,
CMP002540,3389-YGYAI,2022-03-02,Slow Internet,Medium,Network,Closed,1.0,3.0
CMP002541,3389-YGYAI,2025-08-03,Installation Delay,High,Network,Resolved,9.0,2.0
CMP002542,9560-ARGQJ,2021-11-18,Poor Customer Support,Low,Technical,In Progress,,
CMP002543,9560-ARGQJ,2020-03-09,Frequent Disconnections,Medium,Billing,In Progress,,
CMP002544,5134-IKDAY,2024-07-07,Installation Delay,High,Technical,Closed,5.0,2.0
CMP002545,5134-IKDAY,2021-02-27,Wrong Charges,Low,Sales,Resolved,14.0,2.0
CMP002546,5134-IKDAY,2022-06-26,Frequent Disconnections,Medium,Technical,In Progress,,
CMP002547,3070-DVEYC,2023-02-26,Frequent Disconnections,Low,Technical,Resolved,2.0,3.0
CMP002548,3070-DVEYC,2024-07-28,Low Download Speed,Medium,Customer Care,Resolved,9.0,3.0
CMP002549,3070-DVEYC,2025-10-03,Call Drop,Medium,Customer Care,Closed,9.0,3.0
CMP002550,5707-ORNDZ,2021-04-12,Billing Complaint,High,Network,Closed,2.0,2.0
CMP002551,8696-JKZNU,2021-07-27,Billing Complaint,Medium,Technical,Closed,7.0,2.0
CMP002552,8696-JKZNU,2024-12-28,Billing Complaint,High,Billing,In Progress,,
CMP002553,8696-JKZNU,2020-07-07,Poor Network,High,Technical,Closed,12.0,2.0
CMP002554,5380-AFSSK,2025-10-20,Billing Complaint,Medium,Network,In Progress,,
CMP002555,5380-AFSSK,2023-12-04,Installation Delay,Medium,Customer Care,Open,,
CMP002556,2055-PDADH,2025-02-09,Billing Complaint,High,Technical,Resolved,6.0,2.0
CMP002557,8714-EUHJO,2025-03-24,Slow Internet,High,Sales,In Progress,,
CMP002558,8714-EUHJO,2022-05-15,Billing Complaint,High,Billing,Closed,5.0,3.0
CMP002559,3721-CNEYS,2020-05-20,Installation Delay,High,Billing,Resolved,4.0,2.0
CMP002560,3721-CNEYS,2021-07-01,Slow Internet,High,Sales,Resolved,11.0,1.0
CMP002561,3721-CNEYS,2020-09-01,Call Drop,Low,Billing,In Progress,,
CMP002562,2568-OIADY,2024-08-13,Call Drop,High,Technical,Closed,4.0,2.0
CMP002563,2568-OIADY,2021-08-28,Low Download Speed,Low,Network,Closed,7.0,3.0
CMP002564,2568-OIADY,2022-11-19,Installation Delay,High,Technical,Open,,
CMP002565,1193-RTSLK,2023-08-25,Call Drop,High,Customer Care,Resolved,9.0,3.0
CMP002566,1193-RTSLK,2023-08-19,Slow Internet,High,Sales,Resolved,1.0,3.0
CMP002567,1193-RTSLK,2020-03-23,Frequent Disconnections,Medium,Sales,Open,,
CMP002568,2302-ANTDP,2022-06-06,Payment Issue,Medium,Billing,Resolved,3.0,1.0
CMP002569,2302-ANTDP,2021-06-21,Streaming Issue,Medium,Network,Closed,12.0,1.0
CMP002570,2302-ANTDP,2022-04-21,Wrong Charges,High,Sales,In Progress,,
CMP002571,5923-GXUOC,2023-01-17,Low Download Speed,High,Sales,Resolved,13.0,1.0
CMP002572,5923-GXUOC,2025-02-06,Streaming Issue,High,Network,Resolved,6.0,3.0
CMP002573,5923-GXUOC,2021-09-17,Low Download Speed,High,Technical,In Progress,,
CMP002574,5233-GEEAX,2020-09-05,Slow Internet,High,Technical,Resolved,11.0,1.0
CMP002575,4432-ADRLB,2024-11-13,Installation Delay,Medium,Billing,Open,,
CMP002576,4432-ADRLB,2021-02-27,Wrong Charges,Low,Network,Open,,
CMP002577,4432-ADRLB,2023-02-11,Call Drop,High,Sales,Open,,
CMP002578,8993-PHFWD,2025-02-23,Billing Complaint,High,Customer Care,Resolved,14.0,2.0
CMP002579,1565-RHDJD,2022-01-26,Low Download Speed,Medium,Technical,Resolved,13.0,2.0
CMP002580,1565-RHDJD,2021-01-08,Poor Network,High,Billing,Resolved,15.0,3.0
CMP002581,7137-RYLPP,2025-10-11,Payment Issue,High,Network,Resolved,12.0,2.0
CMP002582,3765-JXVKY,2025-08-20,Streaming Issue,High,Technical,Resolved,3.0,2.0
CMP002583,7330-WZLNC,2025-08-04,Streaming Issue,Medium,Billing,Resolved,9.0,3.0
CMP002584,3957-LXOLK,2020-02-24,Payment Issue,Medium,Network,Closed,4.0,3.0
CMP002585,6635-MYYYZ,2022-09-18,Billing Complaint,Low,Billing,Closed,7.0,2.0
CMP002586,6635-MYYYZ,2025-06-22,Billing Complaint,Low,Billing,Resolved,9.0,3.0
CMP002587,6635-MYYYZ,2022-03-28,Installation Delay,Medium,Billing,Resolved,13.0,1.0
CMP002588,5281-BUZGT,2023-08-20,Call Drop,High,Sales,Resolved,3.0,2.0
CMP002589,5281-BUZGT,2020-07-18,Service Outage,Medium,Customer Care,Resolved,2.0,2.0
CMP002590,5281-BUZGT,2021-04-08,Streaming Issue,Medium,Customer Care,Open,,
CMP002591,5378-IKEEG,2025-10-22,Call Drop,Low,Technical,Open,,
CMP002592,5378-IKEEG,2023-06-23,Billing Complaint,Low,Network,In Progress,,
CMP002593,5378-IKEEG,2022-04-03,Installation Delay,High,Technical,Open,,
CMP002594,2718-GAXQD,2024-05-28,Call Drop,High,Billing,Resolved,4.0,2.0
CMP002595,2718-GAXQD,2024-12-08,Installation Delay,High,Customer Care,Resolved,8.0,1.0
CMP002596,6413-XKKPU,2025-06-15,Low Download Speed,High,Sales,Resolved,8.0,1.0
CMP002597,1449-XQEMT,2022-10-23,Billing Complaint,Low,Customer Care,Resolved,14.0,1.0
CMP002598,2626-URJFX,2024-08-09,Poor Customer Support,Medium,Sales,In Progress,,
CMP002599,2626-URJFX,2023-11-25,Installation Delay,Medium,Sales,In Progress,,
CMP002600,2626-URJFX,2022-04-13,Streaming Issue,Low,Billing,Resolved,3.0,3.0
CMP002601,2612-RRIDN,2020-05-08,Streaming Issue,Low,Technical,Resolved,5.0,2.0
CMP002602,2612-RRIDN,2023-01-18,Poor Customer Support,Low,Billing,Closed,2.0,3.0
CMP002603,4735-ASGMA,2025-08-06,Frequent Disconnections,High,Technical,Closed,15.0,2.0
CMP002604,4735-ASGMA,2025-12-21,Low Download Speed,Medium,Customer Care,Resolved,2.0,2.0
CMP002605,3669-LVWZB,2022-09-22,Streaming Issue,High,Customer Care,Closed,6.0,2.0
CMP002606,3669-LVWZB,2020-06-06,Poor Customer Support,Medium,Sales,Closed,9.0,1.0
CMP002607,6892-EZDTG,2021-11-04,Service Outage,Medium,Billing,Resolved,12.0,3.0
CMP002608,9725-SCPZG,2021-03-11,Service Outage,High,Billing,In Progress,,
CMP002609,9725-SCPZG,2022-09-15,Billing Complaint,High,Sales,Open,,
CMP002610,9725-SCPZG,2020-08-12,Wrong Charges,High,Billing,Open,,
CMP002611,5884-GCYMI,2021-02-08,Low Download Speed,High,Sales,In Progress,,
CMP002612,3217-FZDMN,2024-01-05,Payment Issue,High,Network,Closed,13.0,3.0
CMP002613,3217-FZDMN,2024-09-28,Poor Customer Support,Medium,Billing,Resolved,2.0,1.0
CMP002614,3217-FZDMN,2024-03-23,Poor Customer Support,High,Technical,Resolved,5.0,1.0
CMP002615,7853-GVUDZ,2024-08-28,Payment Issue,Low,Customer Care,Resolved,5.0,1.0
CMP002616,7480-QNVZJ,2025-08-03,Slow Internet,Medium,Sales,Closed,1.0,1.0
CMP002617,7480-QNVZJ,2025-09-17,Frequent Disconnections,High,Customer Care,Resolved,7.0,3.0
CMP002618,7480-QNVZJ,2024-05-09,Streaming Issue,High,Network,Open,,
CMP002619,3943-KDREE,2020-11-08,Installation Delay,Low,Network,Resolved,13.0,1.0
CMP002620,9239-ZBZZV,2023-06-02,Low Download Speed,Medium,Sales,Resolved,9.0,1.0
CMP002621,9239-ZBZZV,2021-03-09,Wrong Charges,Medium,Customer Care,Resolved,12.0,2.0
CMP002622,9239-ZBZZV,2022-04-14,Call Drop,Medium,Sales,In Progress,,
CMP002623,4398-HSCJH,2025-06-02,Poor Network,High,Customer Care,Closed,3.0,3.0
CMP002624,4430-UZIPO,2022-10-18,Wrong Charges,High,Technical,Closed,8.0,2.0
CMP002625,4430-UZIPO,2025-08-12,Frequent Disconnections,Low,Sales,In Progress,,
CMP002626,4430-UZIPO,2025-02-01,Frequent Disconnections,Medium,Customer Care,In Progress,,
CMP002627,4855-SNKMY,2024-01-26,Billing Complaint,High,Customer Care,Closed,8.0,3.0
CMP002628,4855-SNKMY,2024-09-19,Installation Delay,High,Sales,Resolved,15.0,3.0
CMP002629,4855-SNKMY,2023-03-01,Service Outage,High,Customer Care,Open,,
CMP002630,8008-HAWED,2023-10-04,Service Outage,High,Sales,Resolved,4.0,3.0
CMP002631,8008-HAWED,2020-07-20,Payment Issue,Medium,Customer Care,Closed,11.0,3.0
CMP002632,8008-HAWED,2020-07-07,Slow Internet,High,Technical,Resolved,15.0,1.0
CMP002633,7124-UGSUR,2023-02-15,Low Download Speed,High,Network,Resolved,4.0,2.0
CMP002634,7124-UGSUR,2020-05-02,Streaming Issue,High,Customer Care,Resolved,15.0,1.0
CMP002635,7124-UGSUR,2024-05-18,Poor Network,High,Customer Care,Resolved,8.0,2.0
CMP002636,1862-SKORY,2021-01-19,Poor Network,High,Customer Care,Resolved,12.0,1.0
